timesplit,number_of_nodes,number_of_edges,number_of_CC,density,average_clustering_coefficient,max_degree,min_degree,average_degree,number_of_triangles,cluster_transitivity,connectivity,k_components,average_betweenness_centrality,average_degree_centrality,average_eigenvector_centrality,average_closeness_centrality,average_harmonic_centrality,average_shortest_path,number_of_bridges,average_eccentricity,eccentricity
939938400.0,275,274,1,0.007272727272727273,0.0,274,1,1.9927272727272727,0.0,0,1,"{1: [{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 4103, 4107, 4109, 5134, 13323, 13327, 20, 21, 22, 23, 24, 25, 13335, 27, 31, 13346, 35, 18466, 38, 39, 40, 41, 42, 9273, 9274, 9276, 19524, 13385, 12381, 12382, 4198, 6257, 6258, 13425, 6260, 6261, 6262, 11383, 11385, 11386, 11388, 11389, 6271, 3200, 6273, 3201, 6275, 4228, 4229, 3206, 3207, 3208, 3209, 3203, 3211, 6276, 6278, 3214, 6279, 6280, 6281, 11410, 18582, 18583, 11416, 155, 13467, 13469, 6302, 13470, 1191, 13483, 13492, 13493, 9399, 13497, 13498, 1213, 17609, 3283, 19667, 3285, 19668, 13545, 13546, 13547, 17646, 13550, 17648, 17652, 12554, 11570, 11571, 8512, 11584, 14656, 16707, 14672, 4439, 351, 13665, 8552, 18792, 18793, 18794, 18795, 18796, 18797, 18798, 9586, 18824, 16777, 18825, 11659, 16779, 8589, 16782, 16780, 12291, 16781, 4499, 16802, 18854, 18860, 16813, 18861, 18863, 14781, 17856, 14789, 4551, 16873, 16876, 5635, 5636, 5646, 5647, 5648, 5649, 5650, 5651, 5652, 5653, 5654, 10774, 5656, 5657, 5658, 18972, 8748, 2635, 2638, 2639, 3663, 2641, 2651, 14953, 2687, 17030, 17031, 6797, 6798, 10897, 17041, 17042, 17043, 1697, 7850, 11957, 14014, 5848, 5851, 5855, 5857, 15079, 15080, 5865, 15082, 2795, 5867, 5868, 5871, 5872, 5873, 5875, 5876, 5877, 5881, 5882, 5883, 8954, 18169, 5886, 18174, 5888, 4882, 4883, 4884, 10003, 4886, 4898, 4905, 4906, 4908, 10039, 10040, 17209, 17220, 6272, 17226, 17229, 17230, 6274, 11090, 11095, 11097, 11101, 6277, 11110, 11113, 6000, 11123, 6013, 6014, 7038, 11136, 6019, 6020, 11139, 7046, 11142, 11146, 11147, 11149, 11150, 11151, 16272, 17294, 3986, 3988, 3989, 3992, 3993, 3997, 3999, 14240, 2993, 13249, 13254, 4051, 4053, 3031, 4056, 13272, 13274, 12255, 12257, 12258, 17377, 3047, 15341, 15346, 14323, 12283}]}",0.0036363636363636364,0.00727272727272727,0.04513425075433277,0.5027289346850591,137.99636363636364,1.9927272727272727,274,1.9963636363636363,2.0
