1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,14953.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,15079.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,15080.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,15082.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,15341.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,15346.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16272.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16707.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16777.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16779.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16780.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16781.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16782.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16802.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16813.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16873.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,16876.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,17030.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,17031.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,17041.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,17042.000000,0.000000
1.000000,1.000000,0.003650,0.410214,1.000000,0.000000,1.001828,0.000000,548.000000,0.000000,2.000000,2.000000,-1.000000,1.000000,0.000000,11571.000000,17043.000000,0.000000
